content,score,label
Sekarang jadi lebih bagus..👍,5,positif
ok,5,positif
mudah dalam berbelanja banyak pilihan pertahankan gratis ongkirnya.,5,positif
sangat memudahkan Saya untuk mencari barang yang saya perlukan,5,positif
dulu sy terpaku dg toko laz... sekarang dah mulai nyaman juga dengan kak shopee 😀😀🤪👍🏻,5,positif
bagus,5,positif
kurirnya lambat tidak disiplin,1,negatif
sudah berkali kali mesan paket lancar hanya satu x kecewa sama toko online nya barang datang tidak sesuai dengan jumlah pesanan,5,positif
semoga shopee sukses selalu,5,positif
amaan,5,positif
"SPX bangke,lama,salah kirim",1,negatif
terimakasih udh mempermudah saya belanja,5,positif
"iklan lu ngeselin t41, gw lagi main tiba tiba pindah aplikasi, bukan 1x 2x, berkali kali t4ik",1,negatif
⁰Rita yg dikirim oleh karena itu,1,negatif
Nilai 5,5,positif
"So far so good,untuk pelanggan setia jangan pelit untuk memberi bonus real tanpa belibet,saya pastikan banyak orang akan menggunakan shopee untuk menunjang kebutuhan sehari hari. Dan untuk keamanan pelanggan ,kiranya lebih ditingkatkan lagi atau di seleksi dengan cermat dlm merekrut karyawan? krn bbrp hari ini bnyk telp masuk mengatasnamakan Shopee ,dgn logo spt telah "" terverifikasi"",dan itu sangat mengganggu pelanggan2 anda. Terimakasih. Terimakasih Shopee,sukses sll.",5,positif
Bagus dan barang sesuai,5,positif
ya skrg blanja sangat mudah. apalagi ongkirnya gratis. thankyou shopee. klo bisa karyawan nya langsung under shopee express dong boss. kasian mreka kerja cuma buat bikin kaya orang org outsourcing ja. yg motong gaji seenaknya. padahal kerja mreka bnyk resiko nya.,5,positif
kenapa app husus shopee kita bayar lebih awal atau pelunasan malah di off blok.ga bisa pakai lg paylater limit extrany,4,positif
au bang keyan silalahi!!) 90,5,positif
mantap,5,positif
mantap,5,positif
aman lebih banyak promo,5,positif
Lumayan membantu,4,positif
Shopee sekarang kalau ajukan pembatalan harus ada persetujuan dari penjual,1,negatif
mantap,5,positif
online shop ter baikk. dengan diskon darder dor bangettt. puas banget belanja di sini,5,positif
"kenapa saya tidak bisa masuk dan di suruh periksa koneksi internet, padahal internet saya bagus dan masih penuh. kenapa sih ini?!!!!?",1,negatif
"sekian lama pakai shopee, tapi saat ini tiba tiba saya kecewa sama shopee, karna skor yang diberikan tidak kunjung selesai, juka skor masih berlanjut dalam bulan ini, sakan mengucapkan berpisah dengan apk ini 🙏",1,negatif
terimakasih shopee sukses selalu,5,positif
"bagus,cuma org org yg scam gamau tanggung jwb",5,positif
"so far so good, gaes pertahankan",5,positif
sangat puas,5,positif
shopee Indonesia sangat bagus,5,positif
aplikasi shopee menang mantap dengan harga terjangkau untuk Sulawesi Tengah,5,positif
alhmdulillah shopee amanah setiap pesanan sampai tepat waktu dan sering gratis ongkir 👍,5,positif
Memudahkan belanja sesuai kebutuhan tanpa harus keluar rmh.,5,positif
sangat bàgus yaman di pake pokk nya aku sukà banget,5,positif
membantu,5,positif
"saya suka berbelanja di aplikasi ini, banyak voucher gratis ongkirnya dan banyak diskon.",5,positif
hu mllll llllp0 oolll ⁹jmkjm 5 m lll %.lplli,5,positif
sekarang banyak vidio iklan ya,3,netral
"ok, terimakasih, kebanyakan manusia jaman sekarang belanja online,sya suka belanja online karena posisi sya lg kerja jadi ngga seperti untuk pergi ke toko matrial dll.",5,positif
"buat bisa ambil paket di indomaret atau kurir lain. tapi di kasih tau alamat mana, pasword berapa gitu",1,negatif
belanja di shopee mmng mntap tdk trllu lama pengirimanx mkasih shoope,5,positif
keren,5,positif
shopee mantap,5,positif
ap gj,1,negatif
"anj pengembalian di tolak mulu bego,pdhln bru 2x, tim mediasi lu noh bebenah lgi anj",1,negatif
murah bangettt di jaminnn bagusss,5,positif
belanja di rumah jadi mudah,5,positif
lebih mudah dan praktis untuk berbelanja di shopee,5,positif
"keren aplikasinya, semoga berjaya terus",5,positif
keren,5,positif
"kadang sebel karena barang tidak sesuai,tapi HEPI bisa belanja hemat dan nggak usah pergi jauh",5,positif
"saat ini sangat membantu, diusahakan harga produk& ongkir lebih murah untuk level platinum dan diperbanyak promonya",5,positif
"aneh, tiap mo checkout pesanan d batalkan sendiri dari pihak Shopee. padahal ya akun baru, katanya ad aktivitas g wajar pdhal nih HP yg stu bru prtama download Shopee😅",2,negatif
Mantap,5,positif
belanja alat alatobel,1,negatif
mempermudah dan mencari segala kebutuhan sehari hari,5,positif
tolong di perhatikan lagi toko yang abal2 terutama toko RIZKI OTOMOTIF99 saya pesan stang motor yang datang batu bata tolong teliti lagi buat shopi dari orang² yang bodoh² itu,3,netral
bagus bisa syopi food,5,positif
"Iklan mulu lu, dimana mana ada iklan lu, mo baca wp aja lu nongol mulu nganggu bgt",1,negatif
kurir spx suka return barang ...,1,negatif
mudah beli barang dan cepat,5,positif
"banyak aturan, jadi ribet ...",1,negatif
gua beli vocer VIP Mala vocer gratis ongkir nya gamasuk ini gmn sih percuma aja gua beli,1,negatif
mudah untuk belanja online,5,positif
"terlalu banyak biaya, ada biaya layanan dan ada biaya lain2, jatohnya biaya ghoib tsb lebih besar dari biaya ongkir 😁",1,negatif
mntep,5,positif
membantu belanja barang yang tidak ready di tempat,5,positif
bagus.cepat dan sesuai.👍,5,positif
"BENAHI DULU SISTEMNYA. SUDAH BEBERAPA HARI MAU ORDER SHOPEEFOOD TIDAK BISA , GARA- GARA PEMBAYARAN TUNAI SELALU GAGAL.",1,negatif
spinjam saya di non aktifkan karena ada keterlambatan beberapa hari. sementara semua tagihan sudah saya lunasi. kalo tau begitu mending kemarin ga di bayar sekalian. orang udah niat bayar malah persulit,1,negatif
"paket COD tpi jemput sndiri ke tempat kurir, dg alasan brg saya agak besar dn tdk ada kurir mobil",3,netral
aplikasi yg sangat membantu,5,positif
bagus,5,positif
"barangya sesuai pesanan,dan cepat datangya.",5,positif
top,5,positif
good,5,positif
"cakeppp,aku pengguna lamaa shopeee sudah bertahun tahun",5,positif
"aplikasi bobok, KJN bobok. pesen instan masa di gabungin 5 paket . terus kata kurir mitra argo 21 ribu. lol dah ga sah gabung KJN lah shopee. ikuti aturan KENHUB DONG. Presiden prabowo aja bilang ptongan 8% . ini kasihan drivernya.",1,negatif
tempat simple dan memuaskan 😍,5,positif
nj ol uk,5,positif
pesan barang aplikasi shoppe pasti bagus,5,positif
mantap aplikasi nya,5,positif
bagus,5,positif
akun saya tidak bisa digunakan lagi,2,negatif
bagus banget,5,positif
love u shopee,5,positif
good,5,positif
Good,4,positif
payah COD nya masa ga bisa di pake padahal udah ngajuin tapi kata pelayanan nya itu emang ke salahan aku padahall aku butuh banget COD buat hadiah ulang tahun ibuku kenapa yang shopee ☹️☹️😣,1,negatif
"kenapa paketan kurir tidak mau antar dan sukanya return barang orang senaknya odhl itu barang saya tunggu2, pihak shope tolong tanggungjawabnya",1,negatif
cs nya bloon semua hp hilang nomer lupa Gmail lupa di suruh ubah data akun lama yg hilang dasar bodoh,1,negatif
bagus shopee...makasih banyak ayo dong tingkat kan terus pelayanan....,5,positif
"parah merusak usaha orang saya belanja di shope Terus di jual langsung di lapangan sangat membantu tapi kenapa di banned Gara"" sering belanja kan heran orang di beli tuh harusnya senang ya saling menguntungkan",1,negatif
sangat menyenangkan😘😘😘,5,positif
bguss,5,positif
sangat baik,5,positif
"langganan kurir nya,",5,positif
ok,5,positif
gratis ongkirnya nantap diskonya juga mantap pokosnya semuanya mantap terimakasih shopee semoga tetep gratis ongkir dan banyak diskon,5,positif
"Disini gw bukan bilang aplikasinya jelek, tapi iklannya mengganggu banget. Kita lagi main di aplikasi lain tapi iklannya malah ngeganggu, mana gk bisa pencet tombol X nya lagi, ya bukan maksudnya gk boleh bikin iklan, tapi setidaknya tombol X nya itu jauhin dari gmbr iklannya, jadi msuk terus ke aplikasinya. Bikin kesel",2,negatif
"Senang sekali bisa belanja dengan shoppie, layanannya ga bikin ribet. Semoga ke depannya akan selalu jadi yang termudah, terpercaya, amanah, dan sukses selalu.",5,positif
Gigi fosil RT to our advertiser ya Tuhanku dan khusus untuk membuat y yang ada dalam yang tidak dapat di Yogyakarta pustakagkllllj jl hey hey ya Allah SWT,5,positif
Sangat membantu untuk mencari yang di butuhkan.,5,positif
sngt bagus,5,positif
ok,5,positif
good job,5,positif
sangat baik,5,positif
dipertahankan 🤙🫰,5,positif
pesanan makan saya belum selesai ka tollong pulihka n dulu makasih,5,positif
beberapa minggu ini layanan spaylater saya gak bisa dibuka padahal saya punya tagihan jadi jangan salahkan saya kalau sampai tanggal jatuh tempo saya belum bayar karena udah di coba buka tiap hari juga tetap layanan keuangan gak bisa kebuka terutama spaylater dan sudah coba hubungi juga tetap gak ada balasan,3,netral
mantap sih cuman karena aku sering beli bantal beli bantal beli batal karena sering gitu jadinya nggak bisa untuk cekot-cekot lagi tolong ya shopee ini diberi keringanan please janji enggak akan ngulangin lagi kok 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏😭😭😭 please lah kak udah aku DM di tik tok tapi kok enggak dibalas ya kasih keringanan dong kak biar aku bisa check out lagi biar bisa COD,5,positif
amanah harus didahulukan,1,negatif
tolong kurir nya lambat. pihak shopee nya enggak respon,1,negatif
kadang suka bug dan ngelag aplikasi shopee nya TPI soal harga murcean shopee pokoknya luv bgt deh,5,positif
"Saya suka banget belanja di shopee, selain lengkap, shopee juga murah loh",5,positif
apk belanja online paling bagus dan terpercaya kata aku MH sering kasi promo sama gratis ongkir seluruh Indonesia bgus bgt deh,5,positif
"sangat membantu atas kesibukan, shopee solusinya",5,positif
cinta shopee,5,positif
karena sangat menguntungkan bagi pelanggan sophee,5,positif
senang,5,positif
layanan shopefood sangat buruk sekali,1,negatif
"shopee memang terbaik,,",5,positif
saya puas dengan pelayanan shopee,5,positif
lama sekali pesanan saya tiba kenapa ya,5,positif
perfect,5,positif
👌,5,positif
"pengiriman sekarang jelek kenapa kurirnya harus gonta ganti terus jadi bikin pusing dan pekan lalu saya pesan paket tapi kurirnya salah kirim ke rumah lain alhasil saya tidak menerima paket sama sekali dan terpaksa harus co lagi. estimasi tiba tidak sesuai selalu terlambat, lama² jadi makin malas pesan paket di shopee lagi padahal saya pengguna setia shopee dari lama, dan sekarang paket belum sampai dikonsumen tapi sudah dibatalkan/dikembalikan lagi ke penjual oleh pihak kurir jadi makin kesal",3,netral
"min boleh minta kontak cs shoppe atau apa aja yang bisa di hubungi, soalnya saya mau bayar paylater, keadaan hp yang ada akun tersebut hilang",5,positif
Lumayan suka,5,positif
baikk,5,positif
shopee sangat membantu,5,positif
puas belanja di shopee,5,positif
selalu tepat waktu,5,positif
"tolong ya shope perhatikan lagi seller nya , masa syaa pesan mahar akrilik trus udah req ada replika uang 626.000 tapi ga di pasang , kemarenan pesen 4 dus minyak goreng yang datang 1 dus tolong dikasih suspend itu toko mereka jangan biarkan seler ga amanah itu berkeliaran",1,negatif
beli cod malah pas datang di suruh TF sedangkan saya gak punya aplikasi tf,3,netral
aplikasi nya bagus dan membantu lihat paket kita sudah sampai mana karena ada pitur lacak nya 👍👍,5,positif
"tolong lh pengiriman nya spx shopee di percepat lagi, lebih cepat pengiriman tiktok shop dri Pda shopee sekarang lebih nyaman belanja di tiktok dri Pda di shopee kalo GK di rubah, dulu cepat sekarang udh beda pengiriman nya lambat hampir sampe sebulan baru datang GK sesuai tgl awal pemesanan datang nya tunda tunda terus datang barang, gratis ongkir GK seperti dulu lagi dulu sering dpt voucher Skrang engak, saya dri 2018 pake shopee",4,positif
"mudah berbelanja, tidak perlu keluar rumah barang sudah di antar di depan rumah",5,positif
Ini aplikasi buat order online terbaik menurut ku karena gak ribet cepat dan sat set banyak promo menarik juga good job shopee👍🫡,5,positif
saya suka apl ini banyak diskon nya juga dapat gratis onkir🙏😁,5,positif
memuaskan,5,positif
Okelah alhamdulillah juga sampek sekarang belum pernah dapet barang zonk atau barang tidak ori,5,positif
he baru bulan kemarin belanja udah dapat pesan gmail bilangnya akun mau di hapus di bulan 8 karna belum pembelanjaan. luh kira kita mandi uang apa.?! sinting kalu gratis boleh aja. 😌 Saya kasih bintang 1 karna lelet pengantarannya🤧.,1,negatif
terima kasih pelayanannya shopee👍tetap semangat💪,5,positif
4 kata ship👍🏿,5,positif
aplikasi shopee terbaik dinunia no 1,5,positif
Ajib,5,positif
lebih enak aja belanja di shopee walaupin pengguna baru alhamdulilah barangya sesuai terus sama apa yang dipesan,5,positif
"untuk ekspedisi lumayan sdh mulai oke..sekarang di apk nya yg menyebalkan..tiap buka shopee,pasti diarahkan dulu ke satu toko..feeling sih itu iklan dari shopee..karena sdh 2x complain tdk ada perubahan.hapus cache lah..apalah..tetep sampe sekarang..sampai sekarang ganti toko..luar biasa shopee iklan sampai kayak virus",1,negatif
cepat dan baik2 kurir nya.,5,positif
"kenapa sekarang KL mau pesen harus ngisi data di shopee pay,,pdhl data di shopee kan sudah ada,,makin lama makin ribet aj,,ini smp sekarang mau pesen gak jadi""👎👎👎,,KL udah normal tak balikin lagi jempolnya",3,netral
"pengiriman cepat dan tepat, aplikasi sangat responsif",5,positif
kenapa sih pesanan di batalin mulu pesanan..alasan aktifitas tidak.wajar..,1,negatif
"belanja selalu di batalkan otomatis oleh sistem,padahal kita sudah cape cape cari barang yang di perlukan",1,negatif
sy pemakai baru semoga shopee sgt membantu dlm transaksi jual beli,5,positif
"Tolong di perbaiki untuk SPX nya , entah kenapa pengiriman selalu tidak di alamat yang tepat, tidak satu dua kali selalu tidak tepat alamat dan harus dicross dulu hadeeeh",5,positif
aplikasi paling mantap buat saya yang suka menikmati diskon dan voucher 😎,5,positif
suka banget sama sopi karena barang nya bagus😘,5,positif
bagus apliikasinyaa,5,positif
saya pernah kena tipu uang saya di ambil 20 000,2,negatif
"buat shopee tolong dong samain kaya market sebelah biar di cantumin orang sama nomer pengirim barang, biar repot kurir kebanyakan nongkrong ga jelas sedang brang udah di tunggu apa lagi pas mau pergi paket belom dateng di anternya maghrib apa selepas isya nongkrong ber jan² barang di tunggu kita jadi susah",5,positif
"Alhamdulillah selama belanja online di shopee,di permudah",5,positif
CS shopee parah tidak profesional dalam mengatasi masalah,1,negatif
keren,5,positif
aplikasi online amamah dan terpecaya..pokoknya mantap dahhh,5,positif
sesuai jadwal pengiriman oke,5,positif
semakin di perbaharui semakin lemot ini apk,3,netral
"Setelah update aplikasi nya gak bisa dibuka, forceclose terus!",5,positif
shopeee aplikasi nyaman buwat keburuhan barang apa saja belanja lewat aplikasi sopi amannnn pooollll sip👍👍👍👍,5,positif
apakah ini dapat diamond ff gratis,5,positif
terimakasih atas rekomendasi Nya,5,positif
ssngat membantu,5,positif
shopee adalah aplikasi andalan ku saat belanja Online.,5,positif
ok,5,positif
shopee banyak promo nya,5,positif
"makin kesini makin bobrok,baik pengiriman maupun layanan.",1,negatif
"sedikit masukan buat shopee video jgn langsung pas buka langsung video itu ngabisin kuota, terus shopee akhir² ini kaya jadi spam..saya lagi nonton apa shopee selalu ngebuka sendiri tanpa diminta jadi ngabisin kuota juga harus bolak balik loading ulang video yang sedang running",5,positif
pelayanan bagus,5,positif
c. 😍🦞🐾🎙️🧭🥧🇻🇳 bt,5,positif
"Lumayan... trnsaksi baik,karna slama blanja olalain di sopi,,aman dan lancar,tpi garansi tiba tak pernah amanah,tgl pengrim slalu ber ubah2 dan di perpanjang😩",3,netral
"murah, mudah, sering memberi gratis ongkir dan terpercaya",5,positif
pesanan saya tidak sampai-sampai,1,negatif
bagus,5,positif
Pesanan stuck di gudang terjadi 2x dibarang yang sama bikin rugi orang aja. alasan penuh tapi pesanan lain sesudah itu bisa diantar. mau bikin org kapok pke spx ny?,3,netral
jangan bagikan info tentang saya,5,positif
aplikasi nya terlalu berat jadi susah untuk pembeli yg hp nya merek lama,4,positif
bagus sekali buat belanja,5,positif
pertahankan aplikasi shopee,5,positif
oke,5,positif
bismillah sekali lagi aku download kalo ga bisa fiks shopee nya yang bermasalah,1,negatif
sangat membantu,5,positif
kasih aku gratis ongkir ya shope😒,5,positif
mantul,5,positif
pelayanan makin buruk.. jasa kirim nya juga .. paket diterima selalu cacat pengiriman.. mau diretur kasihan penjual walau kadang jga ad penjual yg asal packing paket tanpa mengutamakan keamanan paket.. di kasih bintang 1 ke kurir nya.. kasihan jga kurirnya dia jga korban cuman mencari sesuap nasi.. krn paket sdh hancur dlm proses pengiriman.. gimana cara kritik jasa kirimnya mau saya kasih bintang 1 biar lebih hati2 saat proses sortir dan pengiriman barang..,1,negatif
